Date,Open,High,Low,Close,Adj Close,Volume
2015-05-01,126.099998,130.130005,125.300003,128.949997,121.15758500000001,58512600
2015-05-04,129.5,130.570007,128.259995,128.699997,120.922684,50988300
2015-05-05,128.149994,128.449997,125.779999,125.800003,118.19794499999999,49271400
2015-05-06,126.559998,126.75,123.360001,125.010002,117.455666,72141000
2015-05-07,124.769997,126.08000200000001,124.019997,125.260002,118.18216699999999,43940900
2015-05-08,126.68,127.620003,126.110001,127.620003,120.408821,55550400
2015-05-11,127.389999,127.559998,125.629997,126.32,119.182259,42035800
2015-05-12,125.599998,126.879997,124.82,125.870003,118.75769,48160000
2015-05-13,126.150002,127.190002,125.870003,126.010002,118.88978600000002,34694200
2015-05-14,127.410004,128.949997,127.160004,128.949997,121.66365800000001,45203500
2015-05-15,129.070007,129.490005,128.21000700000002,128.770004,121.493835,38208000
2015-05-18,128.380005,130.720001,128.360001,130.190002,122.833603,50882900
2015-05-19,130.690002,130.880005,129.639999,130.070007,122.72038300000001,44633200
2015-05-20,130.0,130.979996,129.33999599999999,130.059998,122.71093,36454900
2015-05-21,130.070007,131.630005,129.830002,131.389999,123.96578999999998,39730400
2015-05-22,131.600006,132.970001,131.399994,132.53999299999998,125.05081899999999,45596000
